prior,t,fio2qw_pc,fio2pct_ga_pc,expected_value
0.06523585072755299,-0.04191272737441805,-0.01589421602685544,0.0036705679535202103,[0.04226945 0.95773055]
0.06364751148573672,-0.039525839308907955,-0.015611699192779993,0.0030536251348338636,[0.04226945 0.95773055]
0.0620183210657223,-0.037054915861378004,-0.015200063813890932,0.0025865905763242224,[0.04226945 0.95773055]
0.060343875383973275,-0.03449618326347317,-0.014699427212761802,0.002226548034261186,[0.04226945 0.95773055]
0.05862422607941522,-0.03199308242466574,-0.014208345301309298,0.0018865878597940054,[0.04226945 0.95773055]
0.05692109308251009,-0.02949987837670509,-0.013676086232414054,0.0016058734911677981,[0.04226945 0.95773055]
0.05516582708492525,-0.027057417680157157,-0.013154662211086831,0.0013402946018449217,[0.04226945 0.95773055]
0.06054142613304749,-0.02506368044764403,-0.026394427646371982,-0.0011423281264499596,[0.04226945 0.95773055]
0.0591825501239012,-0.022988526200175798,-0.026192150279647584,-0.001481237809202323,[0.04226945 0.95773055]
0.057794257367980675,-0.020955643947540598,-0.02599007531642903,-0.0018008384724203588,[0.04226945 0.95773055]
0.05635890947288976,-0.018960835581633907,-0.025765155575741987,-0.002101518329917708,[0.04226945 0.95773055]
0.05486796796993779,-0.01699995110808677,-0.02553340198639465,-0.002371473079730936,[0.04226945 0.95773055]
0.053310863774989725,-0.01508848192821155,-0.02529706878633076,-0.0026224184925529546,[0.04226945 0.95773055]
0.05170388844525573,-0.013229004582973825,-0.025034476102071955,-0.0028466347272486786,[0.04226945 0.95773055]
0.054627337671791495,-0.01103305724356707,-0.03311327206541909,-0.003799680777972249,[0.04226945 0.95773055]
0.053307977128782436,-0.009487828787205997,-0.03303590728758327,-0.004103027215306802,[0.04226945 0.95773055]
0.05192755263615571,-0.007943179681284152,-0.032923973392799545,-0.004376639483484511,[0.04226945 0.95773055]
0.05052722844426956,-0.006398323117997613,-0.03279336626368529,-0.004650513197311572,[0.04226945 0.95773055]
0.049076036108543226,-0.004847172144149834,-0.0326245968643284,-0.0049203053942755495,[0.04226945 0.95773055]
0.04754876025123019,-0.0032971419336118215,-0.03242771707807304,-0.005197894808690456,[0.04226945 0.95773055]
0.04595229721280531,-0.0017947761598571638,-0.03221925708719959,-0.005480757046912935,[0.04226945 0.95773055]
0.04995793397755186,0.00034638672086368647,-0.04072618847629324,-0.006969290535885436,[0.04226945 0.95773055]
0.04870365575768857,0.0018769233158355812,-0.040411572754384006,-0.007114994046603491,[0.04226945 0.95773055]
0.04745931719317354,0.0033693684341491352,-0.04008758925922828,-0.007246708573306011,[0.04226945 0.95773055]
0.0462048464108663,0.0048954759033281465,-0.03969719359686481,-0.007320935270593416,[0.04226945 0.95773055]
0.04489607312917705,0.006470838960818782,-0.039228019720692855,-0.00731773933772982,[0.04226945 0.95773055]
0.043583931704865984,0.008043672130367293,-0.03873352868213332,-0.007316849179996789,[0.04226945 0.95773055]
0.042280745589839915,0.009616971557355861,-0.03819296553369513,-0.007298303135381316,[0.04226945 0.95773055]
0.04532411967762788,0.011549325656321342,-0.04493005132788284,-0.007678207362458521,[0.04226945 0.95773055]
0.04416803896803563,0.012964503172667426,-0.04443344205850404,-0.007638029011692998,[0.04226945 0.95773055]
