prior,ga_wk,expected_value
-0.08665527614936125,0.10122061369773284,-1.510042196577363
-0.07350228036387053,0.10122061369773284,-1.510042196577363
-0.08925006602584684,-0.18798113972436106,-1.510042196577363
0.2661504085218371,-0.18798113972436106,-1.510042196577363
-0.05728973263595949,-0.18798113972436106,-1.510042196577363
-0.09920378556184423,-0.18798113972436106,-1.510042196577363
-0.04059859316024963,0.39042236711982675,-1.510042196577363
-0.07871776324294111,-0.18798113972436106,-1.510042196577363
-0.10009754064606187,-0.18798113972436106,-1.510042196577363
0.052126740057347944,0.6796241205419207,-1.510042196577363
0.3303909208981705,0.10122061369773284,-1.510042196577363
-0.08776551592483672,0.10122061369773284,-1.510042196577363
-0.0904392455245925,0.10122061369773284,-1.510042196577363
0.4133170723638628,0.10122061369773284,-1.510042196577363
-0.0821192895946062,0.39042236711982675,-1.510042196577363
-0.01320570788049476,0.9688258739640146,-1.510042196577363
0.41589826592458956,0.9688258739640146,-1.510042196577363
-0.08842334990132991,0.10122061369773284,-1.510042196577363
0.08716643591979349,0.39042236711982675,-1.510042196577363
-0.08260994250045452,0.10122061369773284,-1.510042196577363
-0.07131308267918063,0.10122061369773284,-1.510042196577363
-0.09988427163258236,-0.18798113972436106,-1.510042196577363
-0.08713327368195768,0.39042236711982675,-1.510042196577363
-0.09801789120855921,0.10122061369773284,-1.510042196577363
0.020955732287626486,0.9688258739640146,-1.510042196577363
-0.09801789120855921,0.10122061369773284,-1.510042196577363
0.36040977758122844,1.2580276273861084,-1.510042196577363
0.09641196893273485,0.10122061369773284,-1.510042196577363
-0.09773998765284225,0.10122061369773284,-1.510042196577363
0.14040605016755464,0.10122061369773284,-1.510042196577363
-0.09432775685423692,0.6796241205419207,-1.510042196577363
-0.08908963546223192,0.39042236711982675,-1.510042196577363
-0.018153695411109352,0.10122061369773284,-1.510042196577363
-0.09212341239605253,0.10122061369773284,-1.510042196577363
-0.07719817453722166,0.10122061369773284,-1.510042196577363
-0.09819356025025985,-0.18798113972436106,-1.510042196577363
-0.10368507213176482,0.10122061369773284,-1.510042196577363
-0.09966435934919944,-0.18798113972436106,-1.510042196577363
-0.10229059329215794,0.39042236711982675,-1.510042196577363
-0.10351690043072381,0.39042236711982675,-1.510042196577363
-0.01615408786464653,-0.18798113972436106,-1.510042196577363
-0.08495794325495913,0.39042236711982675,-1.510042196577363
0.03415980430528018,0.39042236711982675,-1.510042196577363
-0.09277502048822786,0.39042236711982675,-1.510042196577363
-0.07930831817122445,0.10122061369773284,-1.510042196577363
0.3361033554201316,0.6796241205419207,-1.510042196577363
0.4310264714490073,0.6796241205419207,-1.510042196577363
-0.09696173019397154,0.39042236711982675,-1.510042196577363
-0.09854886775935444,0.10122061369773284,-1.510042196577363
-0.09670644974900572,-0.18798113972436106,-1.510042196577363
0.005781878641828823,0.39042236711982675,-1.510042196577363
0.1277395969371567,0.9688258739640146,-1.510042196577363
-0.09633092129465447,0.39042236711982675,-1.510042196577363
-0.05318076833871046,0.9688258739640146,-1.510042196577363
0.002319667586855122,0.39042236711982675,-1.510042196577363
-0.07570092902846273,0.6796241205419207,-1.510042196577363
-0.09764020008865487,-0.18798113972436106,-1.510042196577363
-0.037716784853393005,-0.18798113972436106,-1.510042196577363
-0.06587755436205224,-0.18798113972436106,-1.510042196577363
-0.09773998765284225,0.10122061369773284,-1.510042196577363
-0.03785142780423193,-0.18798113972436106,-1.510042196577363
0.2519253917065141,0.39042236711982675,-1.510042196577363
-0.07430618931255518,0.6796241205419207,-1.510042196577363
-0.07608004854417204,0.6796241205419207,-1.510042196577363
-0.08897841806005474,0.10122061369773284,-1.510042196577363
-0.08866551189079563,-0.18798113972436106,-1.510042196577363
-0.06204636984242608,0.10122061369773284,-1.510042196577363
-0.08801657017212706,1.2580276273861084,-1.510042196577363
-0.09828743578914767,0.10122061369773284,-1.510042196577363
-0.09489339199583158,-0.18798113972436106,-1.510042196577363
-0.08812473202194628,-0.18798113972436106,-1.510042196577363
-0.06487925511234759,0.10122061369773284,-1.510042196577363
-0.07390587953378243,0.9688258739640146,-1.510042196577363
-0.08383231581300232,0.6796241205419207,-1.510042196577363
-0.09196341449563604,-0.18798113972436106,-1.510042196577363
-0.06707866594182148,-0.18798113972436106,-1.510042196577363
-0.10168379702634103,0.39042236711982675,-1.510042196577363
-0.05101777774685393,0.6796241205419207,-1.510042196577363
-0.09252135337194928,0.39042236711982675,-1.510042196577363
0.10700826866539219,0.9688258739640146,-1.510042196577363
-0.1035840665620336,0.10122061369773284,-1.510042196577363
-0.09665112616839079,0.39042236711982675,-1.510042196577363
