prior,t,fio2qw_pc,fio2pct_ga_pc,expected_value
0.05262190534070981,0.12241678933102582,0.11018048585843918,-0.050673692538528964,[0.75957042 0.24042958]
0.0516667821749369,0.11679285007253429,0.10856723693451771,-0.05212511274840695,[0.75957042 0.24042958]
0.050566537703361544,0.11098864365628597,0.10682319551114303,-0.05365914609417052,[0.75957042 0.24042958]
0.04945254040796418,0.1050864283962085,0.1050248151793242,-0.05519684710864778,[0.75957042 0.24042958]
0.048365622948336566,0.099159669544819,0.10323771495464062,-0.056664413726358914,[0.75957042 0.24042958]
0.04704480655002317,0.09291843319082439,0.10117252010448015,-0.05834930424277293,[0.75957042 0.24042958]
0.04563341870757028,0.08658266273652973,0.09899636840799043,-0.06007663052587284,[0.75957042 0.24042958]
0.05179261374474058,0.09465137209772444,0.1787141736405646,-0.023780563392841403,[0.75957042 0.24042958]
0.05098800788664571,0.08876511265885767,0.1770420460530908,-0.02503223280136513,[0.75957042 0.24042958]
0.050272980642495184,0.08282147555988541,0.17530395328264486,-0.026274104128964748,[0.75957042 0.24042958]
0.049596349013552615,0.07679320381563694,0.17349134911065997,-0.027503205778088846,[0.75957042 0.24042958]
0.04869858636765921,0.07043944353304421,0.17135330258460116,-0.028973671394297185,[0.75957042 0.24042958]
0.0473112080609042,0.06348623957046877,0.16859758448800807,-0.031002510010818246,[0.75957042 0.24042958]
0.045939408778075314,0.05652194025631875,0.16579130637690218,-0.033016104599570634,[0.75957042 0.24042958]
0.04673485310390992,0.055549867731769766,0.21809449348272325,-0.012931708033241673,[0.75957042 0.24042958]
0.045621550497428005,0.04869034718239814,0.21540435677778788,-0.01473831351049476,[0.75957042 0.24042958]
0.04433926499758418,0.04156903290746352,0.21242560573840755,-0.016759387488492705,[0.75957042 0.24042958]
0.04312926909367257,0.034433531365675354,0.20933986274053387,-0.018767598222413806,[0.75957042 0.24042958]
0.04170257324762863,0.02695436530438049,0.20588835638124114,-0.021065966204120767,[0.75957042 0.24042958]
0.040289582042216325,0.019451834154026303,0.20237400711136938,-0.02332930714786255,[0.75957042 0.24042958]
0.038919432484776646,0.011915374534239484,0.19875472693081553,-0.025617036146421523,[0.75957042 0.24042958]
0.039319200149360085,0.009005851218303627,0.2534641004809647,-0.01152850542271644,[0.75957042 0.24042958]
0.03813270132481712,0.0014305704732057473,0.24969417346227263,-0.013901394106924148,[0.75957042 0.24042958]
0.03698256440196809,-0.00613448619500201,0.24582594233051183,-0.016250699497128096,[0.75957042 0.24042958]
0.03583456134527961,-0.01368287937888082,0.24189574734753513,-0.018558360030177162,[0.75957042 0.24042958]
0.03477218610045262,-0.021208478794933323,0.23788742263063042,-0.020846398465519417,[0.75957042 0.24042958]
0.03381177772251425,-0.028682976763265845,0.23382102733399227,-0.023102920499277285,[0.75957042 0.24042958]
0.03287194740633794,-0.0360958127963518,0.22973965485224473,-0.025350334048386075,[0.75957042 0.24042958]
0.03568655467016718,-0.03736074538355467,0.2825674575810674,-0.010412839729949441,[0.75957042 0.24042958]
0.03464802666325217,-0.04474329224293277,0.27833940610819397,-0.012650687559257523,[0.75957042 0.24042958]
0.03375227507728608,-0.05202943691566489,0.2741044733154208,-0.014835424527862212,[0.75957042 0.24042958]
0.03289388966205007,-0.05921174045036877,0.2698587675946217,-0.01698212738774063,[0.75957042 0.24042958]
0.032240681003522356,-0.06609559520217169,0.2657749067771262,-0.018912636569792723,[0.75957042 0.24042958]
0.03172958101357226,-0.07279492165974898,0.2618047697583491,-0.020684404996941047,[0.75957042 0.24042958]
0.031233934692652114,-0.07942607033984929,0.2578050563981906,-0.022429708450910024,[0.75957042 0.24042958]
0.03412729820374488,-0.07821979494184611,0.3014281215827248,-0.008085641433710794,[0.75957042 0.24042958]
0.03360564041092574,-0.08481839745856497,0.297324412433456,-0.009855932704440157,[0.75957042 0.24042958]
0.03302738465018613,-0.09139823871342737,0.2931838923613852,-0.011610410113073122,[0.75957042 0.24042958]
0.03246575589126434,-0.0979182257626933,0.28902709304585794,-0.013375443668908943,[0.75957042 0.24042958]
0.03191732044985267,-0.10439457351272022,0.2848706376693795,-0.015130558861318005,[0.75957042 0.24042958]
0.031374509666324046,-0.11080495486742586,0.280737407374887,-0.016896308732310933,[0.75957042 0.24042958]
0.030908935615159838,-0.11704245324799419,0.2767272690731491,-0.018566570456240578,[0.75957042 0.24042958]
0.05252489763408641,0.11008679913895397,0.05254208238972733,-0.04313044052224896,[0.75957042 0.24042958]
0.05163860841193144,0.10487505939364199,0.051215458520778884,-0.04444814132405009,[0.75957042 0.24042958]
0.05050062138514955,0.09939968366432145,0.049701353838582055,-0.04597810875896011,[0.75957042 0.24042958]
0.04938449993209278,0.09387125124755082,0.04821692068724853,-0.047494333172766856,[0.75957042 0.24042958]
0.04827117578396119,0.08830751231146217,0.04675896646811082,-0.04897861845103796,[0.75957042 0.24042958]
0.04718370609912959,0.08268696878450046,0.04528306016121455,-0.05046177188354675,[0.75957042 0.24042958]
0.04612603537802502,0.07707658793631564,0.04385492654402735,-0.051925118137169796,[0.75957042 0.24042958]
0.04828008644508285,0.07674962390244595,0.06449018252128597,-0.03671428205672575,[0.75957042 0.24042958]
0.047112343773904615,0.07086453940762462,0.0628057852768317,-0.03822356415523784,[0.75957042 0.24042958]
0.045929438453820436,0.06498179131903313,0.06113902873557549,-0.03969767243094549,[0.75957042 0.24042958]
0.04462369988927385,0.058964953098814755,0.05938183510569124,-0.04124580287373711,[0.75957042 0.24042958]
0.04318357633852023,0.05277975883332594,0.05746136895476616,-0.0429332851315542,[0.75957042 0.24042958]
0.041838943279411706,0.046628851285423246,0.05556705477796469,-0.04461391241550591,[0.75957042 0.24042958]
0.04057148456838006,0.040537148787973584,0.05369971387301004,-0.04628564679516309,[0.75957042 0.24042958]
0.045079011231755034,0.044890277486806865,0.11257991228926259,-0.030215861416044237,[0.75957042 0.24042958]
0.04396293849634098,0.038444262716443585,0.11032342208155801,-0.031817442742866825,[0.75957042 0.24042958]
0.04278206120803069,0.03185783335199582,0.10788319246662277,-0.03359763536958607,[0.75957042 0.24042958]
0.04146323034912522,0.025109697487999065,0.10520588005045635,-0.03560034352879818,[0.75957042 0.24042958]
0.04021092719418111,0.018425516100356348,0.10257233491052029,-0.03753298485110815,[0.75957042 0.24042958]
0.038951215745982065,0.01178241892088799,0.09993231042244953,-0.039500251909975664,[0.75957042 0.24042958]
0.03774857241255955,0.005253697886394994,0.09733879535083964,-0.041387580494956,[0.75957042 0.24042958]
0.038181355964857805,0.002591940430925043,0.1614150887909913,-0.026664179084589318,[0.75957042 0.24042958]
0.036794970535533746,-0.004726856188127803,0.15790270272741877,-0.028885706913571757,[0.75957042 0.24042958]
0.03550884409360694,-0.011923075966999822,0.15440499285597958,-0.03104680767088011,[0.75957042 0.24042958]
0.03425350382425054,-0.019004168964273538,0.15094469417167758,-0.03314174932404021,[0.75957042 0.24042958]
0.03303972851782919,-0.02595840819318208,0.14750645256499786,-0.035198639315059316,[0.75957042 0.24042958]
0.03185509429374605,-0.03278374098503594,0.1440895743735693,-0.037211443109598064,[0.75957042 0.24042958]
0.030700051094101632,-0.03945342231774543,0.14075096448719657,-0.03915298673895087,[0.75957042 0.24042958]
0.03204511266630756,-0.044802424330782305,0.19146098521112498,-0.023593180167121836,[0.75957042 0.24042958]
0.03109677340881232,-0.051866719526998485,0.18755306385237172,-0.02577079112903652,[0.75957042 0.24042958]
0.030292126008058633,-0.05864569944706545,0.1838271114519772,-0.02775714993623221,[0.75957042 0.24042958]
0.029685762170071857,-0.06509383264144979,0.18031777919772882,-0.029526160142061803,[0.75957042 0.24042958]
0.0291090207688902,-0.07139337701921737,0.17682057329556028,-0.0312970731222145,[0.75957042 0.24042958]
0.028551909563684762,-0.07755065356535455,0.17339350098783707,-0.03301500709051686,[0.75957042 0.24042958]
0.028052359445458367,-0.0834944550955392,0.1700808613343268,-0.03467983517618285,[0.75957042 0.24042958]
0.029947902038086234,-0.08829886035400572,0.21341965520521067,-0.025845329657514238,[0.75957042 0.24042958]
0.029390365410848066,-0.09444034051700878,0.20977353571689225,-0.02753751951366898,[0.75957042 0.24042958]
0.028881689050934283,-0.10048255438118836,0.20616315548130412,-0.029236601578375182,[0.75957042 0.24042958]
0.02846746741268088,-0.10630409238011983,0.20271689388434994,-0.030843472037668018,[0.75957042 0.24042958]
0.028131823475291688,-0.11195472139428944,0.19937124357911623,-0.032400007055167324,[0.75957042 0.24042958]
0.027860364600158068,-0.11746276415113724,0.1961232733456143,-0.03396127683147493,[0.75957042 0.24042958]
0.027804110056741053,-0.12265452796936077,0.1931426592797358,-0.03533911654327754,[0.75957042 0.24042958]
-0.07523449440384655,0.05542726931355342,-0.06248373255560316,-0.035760423552434695,[0.75957042 0.24042958]
-0.07496217642733055,0.052609160831361614,-0.062411480388811516,-0.036008920977156925,[0.75957042 0.24042958]
-0.07458215114277333,0.0498741560881719,-0.062245028214130214,-0.03617988229072043,[0.75957042 0.24042958]
-0.07413952661406821,0.04716861118239302,-0.0620212217984758,-0.036310265121429555,[0.75957042 0.24042958]
-0.07363019702467434,0.04446209497771494,-0.061776560093638466,-0.03645768176216588,[0.75957042 0.24042958]
-0.07307429853502567,0.04175106388016597,-0.061496005026232245,-0.03661478045288992,[0.75957042 0.24042958]
-0.07250470018934482,0.03905985011022383,-0.06120771121084977,-0.036799751869748015,[0.75957042 0.24042958]
-0.07326575868269002,0.03520650595327799,-0.06609548501187192,-0.025612341796994093,[0.75957042 0.24042958]
-0.07275161346693877,0.03259435983942883,-0.06574026080743624,-0.02588546430450403,[0.75957042 0.24042958]
