t,prior,fio2_cum_level_qw,fio2_cum_level_pct,resp_supp_agg_cum_day_qw,expected_value
0.014512979197973975,0.05356401321929591,0.03658301833667099,-0.0069366908573226796,0.23000443706056437,[0.66339586 0.33660414]
0.014512979197973975,0.05356401321929591,0.03658301833667099,-0.0069366908573226796,0.23000443706056437,[0.66339586 0.33660414]
0.014512979197973975,0.05356401321929591,0.03658301833667099,-0.0069366908573226796,0.23000443706056437,[0.66339586 0.33660414]
0.014512979197973975,0.05356401321929591,0.03658301833667099,-0.0069366908573226796,0.23000443706056437,[0.66339586 0.33660414]
0.014512979197973975,0.05356401321929591,0.03658301833667099,-0.0069366908573226796,0.23000443706056437,[0.66339586 0.33660414]
0.014512979197973975,0.05356401321929591,0.03658301833667099,-0.0069366908573226796,0.23000443706056437,[0.66339586 0.33660414]
0.014512979197973975,0.05356401321929591,0.03658301833667099,-0.0069366908573226796,0.23000443706056437,[0.66339586 0.33660414]
0.014512979197973975,0.054052157164977674,0.036594665634409426,-0.0069366908573226796,0.23081796441713728,[0.66339586 0.33660414]
0.014512979197973975,0.054052157164977674,0.036594665634409426,-0.0069366908573226796,0.23081796441713728,[0.66339586 0.33660414]
0.014512979197973975,0.054052157164977674,0.036594665634409426,-0.0069366908573226796,0.23081796441713728,[0.66339586 0.33660414]
0.014512979197973975,0.054052157164977674,0.036594665634409426,-0.0069366908573226796,0.23081796441713728,[0.66339586 0.33660414]
0.014512979197973975,0.054052157164977674,0.036594665634409426,-0.0069366908573226796,0.23081796441713728,[0.66339586 0.33660414]
0.014512979197973975,0.054052157164977674,0.036594665634409426,-0.0069366908573226796,0.23081796441713728,[0.66339586 0.33660414]
0.014512979197973975,0.054052157164977674,0.036594665634409426,-0.0069366908573226796,0.23081796441713728,[0.66339586 0.33660414]
0.008595929842074858,0.054052157164977674,0.03622388112200246,-0.0069366908573226796,0.22655609836669705,[0.66339586 0.33660414]
0.006615505221986934,0.054052157164977674,0.03622247851930809,-0.0069366908573226796,0.22540582361800257,[0.66339586 0.33660414]
0.006032507029178015,0.054052157164977674,0.03608162699741275,-0.0069366908573226796,0.225058124511158,[0.66339586 0.33660414]
0.004958743918613188,0.054052157164977674,0.03580648172559561,-0.0069366908573226796,0.22441963040759616,[0.66339586 0.33660414]
0.0026358066928425417,0.054052157164977674,0.035427899155520914,-0.0069366908573226796,0.2230410311574448,[0.66339586 0.33660414]
0.0015164728339497283,0.054052157164977674,0.035112722696029566,-0.0069366908573226796,0.2223665163876812,[0.66339586 0.33660414]
-0.0008505187360001082,0.054052157164977674,0.03448852841669243,-0.0069366908573226796,0.2209503402254343,[0.66339586 0.33660414]
-0.004991257430635133,0.056063066929614554,0.13555879474676596,-0.002166359808989118,0.2699522555342837,[0.66339586 0.33660414]
-0.005454101484456603,0.056063066929614554,0.1362452477431316,-0.002166359808989118,0.2697286465917395,[0.66339586 0.33660414]
-0.0063659702199166494,0.056063066929614554,0.1365680181173811,-0.002166359808989118,0.269221867649269,[0.66339586 0.33660414]
-0.006535416331349629,0.056063066929614554,0.13681808511392965,-0.002166359808989118,0.2691412467641534,[0.66339586 0.33660414]
-0.006535416331349629,0.056063066929614554,0.13681808511392965,-0.002166359808989118,0.2691412467641534,[0.66339586 0.33660414]
-0.006722543178137391,0.056063066929614554,0.1370952488475405,-0.002166359808989118,0.26905120987733033,[0.66339586 0.33660414]
-0.007351169024772381,0.056063066929614554,0.1369494833405572,-0.002166359808989118,0.2686716251394725,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
-0.0055052215962722835,0.05634562530877072,0.17457382842357605,-0.001696865110435448,0.29014644292754155,[0.66339586 0.33660414]
0.015452238972583954,0.053094540834490625,0.023820837184415966,-0.006097700012484473,0.2370245560805525,[0.66339586 0.33660414]
0.015452238972583954,0.053094540834490625,0.023820837184415966,-0.006097700012484473,0.2370245560805525,[0.66339586 0.33660414]
0.015452238972583954,0.053094540834490625,0.023820837184415966,-0.006097700012484473,0.2370245560805525,[0.66339586 0.33660414]
0.015452238972583954,0.05238494278641585,0.023820837184415966,-0.006097700012484473,0.23651451055925868,[0.66339586 0.33660414]
0.015452238972583954,0.05117083694183139,0.024018458623686248,-0.006379366646312949,0.2357967812053591,[0.66339586 0.33660414]
0.015452238972583954,0.03867037757958781,0.02480887475777521,-0.006379366646312949,0.22693682599354478,[0.66339586 0.33660414]
0.015452238972583954,0.032960271200021526,0.026094197647127542,-0.006379366646312949,0.22300474984746071,[0.66339586 0.33660414]
0.015452238972583954,0.05334017610850401,0.02562081395660264,-0.007296165621059148,0.23392522189845139,[0.66339586 0.33660414]
0.015452238972583954,0.05334017610850401,0.02562081395660264,-0.007296165621059148,0.23392522189845139,[0.66339586 0.33660414]
0.015452238972583954,0.052630578060429235,0.02562081395660264,-0.007296165621059148,0.23341517637715756,[0.66339586 0.33660414]
0.015452238972583954,0.04276045400275382,0.025818435395872922,-0.0075778322548876245,0.22640163720079812,[0.66339586 0.33660414]
0.015452238972583954,0.03829692376225812,0.0275269345880499,-0.0075778322548876245,0.22353849784469867,[0.66339586 0.33660414]
0.015452238972583954,0.027723003294865312,0.0311995805880542,-0.0075778322548876245,0.21660574216213133,[0.66339586 0.33660414]
0.015452238972583954,-0.0015605124904768898,0.03829147046066114,-0.0075778322548876245,0.19740292795771994,[0.66339586 0.33660414]
0.009535189616684835,0.05356401321929591,0.03179818652363982,-0.007296165621059148,0.22385861325739848,[0.66339586 0.33660414]
0.006594407015992566,0.05356401321929591,0.03083642594034112,-0.007296165621059148,0.22208406817420834,[0.66339586 0.33660414]
0.006011408823183647,0.05356401321929591,0.030695574418445785,-0.007296165621059148,0.22173636906736377,[0.66339586 0.33660414]
